;;;;;;;;
;Treno;Annuncio;Lingua;MAS;Stato;Data ora inizio;Data ora fine;Durata
;24813;Il treno REGIONALE, 24 8 1 3, di TRENITALIA, delle ore 07.28, per IVREA, è in partenza dal binario 11.  Ferma a TORINO PORTA SUSA, CHIVASSO..     .;Italiano;P1;A;2013-07-01 07:23:06.000;2013-07-01 07:23:20.000;00:14
;10428;Il treno REGIONALE, 10 4 2 8, di TRENITALIA, delle ore 07.25, proveniente da NOVI LIGURE, è in arrivo al binario 2, invece che al binario 12. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 07:23:20.000;2013-07-01 07:23:36.000;00:16
;10428;Il treno REGIONALE, 10 4 2 8, di TRENITALIA, delle ore 07.25, proveniente da NOVI LIGURE, è in arrivo al binario 2, invece che al binario 12. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 07:23:37.000;2013-07-01 07:23:53.000;00:16
;1580;Il treno INTERCITY NOTTE, 15 80, di TRENITALIA, delle ore 07.30, proveniente da LECCE, è in arrivo al binario 7. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 07:26:29.000;2013-07-01 07:26:43.000;00:14
;24812;Il treno REGIONALE, 24 8 1 2, di TRENITALIA, delle ore 07.32, proveniente da IVREA, è in arrivo al binario 14. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 07:26:54.000;2013-07-01 07:27:09.000;00:15
;1580;Il treno INTERCITY NOTTE, 15 80, di TRENITALIA, delle ore 07.30, proveniente da LECCE, è in arrivo al binario 7. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 07:27:37.000;2013-07-01 07:27:51.000;00:14
;24812;Il treno REGIONALE, 24 8 1 2, di TRENITALIA, delle ore 07.32, proveniente da IVREA, è in arrivo al binario 14. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 07:28:14.000;2013-07-01 07:28:29.000;00:15
;0;ANNUNCIO CANCELLAZIONE TRENO  IL TRENO REGIONALE 24836  DI TRENITALIA DA TORINO PORTA NUOVA OGGI NON SARAà EFFETTUATO. VIAGGIATORI POTRANNO UTILIZZARE IL TRENO 10004;Italiano;-;A;2013-07-01 07:28:40.000;2013-07-01 07:28:53.000;00:13
;0;ANNUNCIO CANCELLAZIONE TRENO  IL TRENO REGIONALE 24836  DI TRENITALIA DA TORINO PORTA NUOVA OGGI NON SARAà EFFETTUATO. VIAGGIATORI POTRANNO UTILIZZARE IL TRENO 10004;Italiano;-;A;2013-07-01 07:29:54.000;2013-07-01 07:30:07.000;00:13
;0;ATTENZIONE   INVITIAMO  A  NON  SOSTARE  LUNGO  I  PERCORSI  INDIVIDUATI  A  TERRA  CON  STRISCE  BLU,  DEDICATI  ALLA  CIRCOLAZIONE  DEI  CARRELLI  DI  SERVIZIO;Italiano;-;A;2013-07-01 07:30:07.000;2013-07-01 07:30:17.000;00:10
;0;ATTENZIONE  SI  RAMMENTA  CHE  E`  VIETATO  APRIRE  LE  PORTE  ESTERNE  DEI  TRENI  E  SALIRE  O  SCENDERE  QUANDO  NON  SONO  COMPLETAMENTE  FERMI;Italiano;-;A;2013-07-01 07:30:17.000;2013-07-01 07:30:25.000;00:08
;0;ANNUNCIO CANCELLAZIONE TRENO  IL TRENO REGIONALE 24836  DI TRENITALIA DA TORINO PORTA NUOVA OGGI NON SARAà EFFETTUATO. VIAGGIATORI POTRANNO UTILIZZARE IL TRENO 10004;Italiano;-;A;2013-07-01 07:30:56.000;2013-07-01 07:31:09.000;00:13
;10150;Il treno REGIONALE VELOCE, 10 1 5 0, di TRENITALIA, delle ore 07.35, proveniente da SAVONA, è in arrivo al binario 3. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 07:32:49.000;2013-07-01 07:33:04.000;00:15
;0;IL TRENO PER BARDOVECCHIA è IN PARTENZA DAL BINARIO 15;Italiano;-;A;2013-07-01 07:33:27.000;2013-07-01 07:33:31.000;00:04
;10150;Il treno REGIONALE VELOCE, 10 1 5 0, di TRENITALIA, delle ore 07.35, proveniente da SAVONA, è in arrivo al binario 3. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 07:33:47.000;2013-07-01 07:34:02.000;00:15
;9615;Il treno ALTA VELOCITA` FRECCIAROSSA, 96 15, di TRENITALIA, delle ore 07.40, per ROMA TERMINI, è in partenza dal binario 17.  Ferma a TORINO PORTA SUSA, MILANO CENTRALE..     I livelli executive e business sono in coda al treno su questo treno è disponibile il servizio di ristorazione. . PER AGEVOLARE L`ACCESSO AL TRENO INVITIAMO I VIAGGIATORI A DISPORSI LUNGO IL MARCIAPIEDE, IN BASE ALLA POSIZIONE DELLA CARROZZA relativa al livello di servizio acquistato.;Italiano;P1;A;2013-07-01 07:35:06.000;2013-07-01 07:35:39.000;00:33
;9615;The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 96 15, to ROMA TERMINI,, with scheduled departure at 07.40, is now departing from platform 17. This train will call at  TORINO PORTA SUSA, MILANO CENTRALE..     Executive and Business class are located at the rear of the train On this train dining car service is available. .For easier boarding, passengers are kindly requested to stand along the platform, according to the position of the coach, for the purchased service level!.;Inglese;P1;A;2013-07-01 07:37:06.000;2013-07-01 07:37:38.000;00:32
;6100;Il treno REGIONALE, 61 00, di TRENITALIA, delle ore 07.40, proveniente da ARQUATA SCRIVIA, è in arrivo al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 07:38:36.000;2013-07-01 07:38:51.000;00:15
;6100;Il treno REGIONALE, 61 00, di TRENITALIA, delle ore 07.40, proveniente da ARQUATA SCRIVIA, è in arrivo al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 07:39:02.000;2013-07-01 07:39:17.000;00:15
;24846;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 4 6, di TRENITALIA, delle ore 07.45, per SUSA, è in partenza dal binario 18.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-01 07:40:06.000;2013-07-01 07:40:23.000;00:17
;10003;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 0 3, di TRENITALIA, delle ore 07.42, proveniente da BARDONECCHIA, è in arrivo al binario 20, invece che al binario 18. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 07:40:23.000;2013-07-01 07:40:42.000;00:19
;10003;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 0 3, di TRENITALIA, delle ore 07.42, proveniente da BARDONECCHIA, è in arrivo al binario 20, invece che al binario 18. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 07:40:42.000;2013-07-01 07:41:01.000;00:19
;10260;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 4, 10 2 6 0, di TRENITALIA, delle ore 07.45, proveniente da BRA, è in arrivo al binario 1. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 07:44:14.000;2013-07-01 07:44:31.000;00:17
;0;ATTENZIONE  SI  RAMMENTA  CHE  E`  VIETATO  APRIRE  LE  PORTE  ESTERNE  DEI  TRENI  E  SALIRE  O  SCENDERE  QUANDO  NON  SONO  COMPLETAMENTE  FERMI;Italiano;-;A;2013-07-01 07:45:06.000;2013-07-01 07:45:14.000;00:08
;10260;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 4, 10 2 6 0, di TRENITALIA, delle ore 07.45, proveniente da BRA, è in arrivo al binario 1. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 07:45:57.000;2013-07-01 07:46:14.000;00:17
;2007;Il treno REGIONALE VELOCE, 20 07, di TRENITALIA, delle ore 07.53, per MILANO CENTRALE, è in partenza dal binario 13.  Ferma a TORINO PORTA SUSA, CHIVASSO, santiha`, VERCELLI, NOVARA, MAGENTA, Rho Fiera Milano..     .;Italiano;P1;A;2013-07-01 07:48:06.000;2013-07-01 07:48:25.000;00:19
;2880;Il treno REGIONALE VELOCE, 28 80, di TRENITALIA, delle ore 07.50, proveniente da VOGHERA, è in arrivo al binario 8. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 07:50:08.000;2013-07-01 07:50:22.000;00:14
;2880;Il treno REGIONALE VELOCE, 28 80, di TRENITALIA, delle ore 07.50, proveniente da VOGHERA, è in arrivo al binario 8. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 07:50:49.000;2013-07-01 07:51:04.000;00:15
;4007;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 40 07, di TRENITALIA, delle ore 07.55, proveniente da BUSSOLENO, è in arrivo al binario 15. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 07:54:36.000;2013-07-01 07:54:54.000;00:18
;4007;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 40 07, di TRENITALIA, delle ore 07.55, proveniente da BUSSOLENO, è in arrivo al binario 15. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 07:55:05.000;2013-07-01 07:55:22.000;00:17
;4107;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 07, di TRENITALIA, delle ore 08.00, per FOSSANO, è in partenza dal binario 3.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-01 07:55:22.000;2013-07-01 07:55:36.000;00:14
;9517;Il treno ALTA VELOCITA` FRECCIAROSSA, 95 17, di TRENITALIA, delle ore 08.02, per NAPOLI CENTRALE, è in partenza dal binario 16.  Ferma a TORINO PORTA SUSA, MILANO CENTRALE, BOLOGNA CENTRALE, FIRENZE SANTA MARIA NOVELLA, ROMA TIBURTINA, ROMA TERMINI..     I livelli executive e business sono in testa al treno su questo treno è disponibile il servizio di ristorazione. . PER AGEVOLARE L`ACCESSO AL TRENO INVITIAMO I VIAGGIATORI A DISPORSI LUNGO IL MARCIAPIEDE, IN BASE ALLA POSIZIONE DELLA CARROZZA relativa al livello di servizio acquistato.;Italiano;P1;A;2013-07-01 07:57:05.000;2013-07-01 07:57:44.000;00:39
;4106;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 06, di TRENITALIA, delle ore 08.00, proveniente da FOSSANO, è in arrivo al binario 6. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 07:57:44.000;2013-07-01 07:58:00.000;00:16
;4106;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 06, di TRENITALIA, delle ore 08.00, proveniente da FOSSANO, è in arrivo al binario 6. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 07:58:55.000;2013-07-01 07:59:11.000;00:16
;9517;The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 95 17, to NAPOLI CENTRALE,, with scheduled departure at 08.02, is now departing from platform 16. This train will call at  TORINO PORTA SUSA, MILANO CENTRALE, BOLOGNA CENTRALE, FIRENZE SANTA MARIA NOVELLA, ROMA TIBURTINA, ROMA TERMINI..     Executive and Business class are located at the front of the train On this train dining car service is available. .For easier boarding, passengers are kindly requested to stand along the platform, according to the position of the coach, for the purchased service level!.;Inglese;P1;A;2013-07-01 07:59:12.000;2013-07-01 07:59:48.000;00:36
;10419;Il treno REGIONALE, 10 4 1 9, di TRENITALIA, delle ore 08.05, per ALESSANDRIA, è in partenza dal binario 4.  Ferma a TORINO LINGOTTO, ASTI..     .;Italiano;P1;A;2013-07-01 08:00:07.000;2013-07-01 08:00:21.000;00:14
;0;ATTENZIONE   INVITIAMO  A  NON  SOSTARE  LUNGO  I  PERCORSI  INDIVIDUATI  A  TERRA  CON  STRISCE  BLU,  DEDICATI  ALLA  CIRCOLAZIONE  DEI  CARRELLI  DI  SERVIZIO;Italiano;-;A;2013-07-01 08:00:21.000;2013-07-01 08:00:31.000;00:10
;0;ATTENZIONE  SI  RAMMENTA  CHE  E`  VIETATO  APRIRE  LE  PORTE  ESTERNE  DEI  TRENI  E  SALIRE  O  SCENDERE  QUANDO  NON  SONO  COMPLETAMENTE  FERMI;Italiano;-;A;2013-07-01 08:00:31.000;2013-07-01 08:00:39.000;00:08
;10222;Il treno REGIONALE VELOCE, 10 2 2 2, di TRENITALIA, delle ore 08.05, proveniente da CUNEO, è in arrivo al binario 5. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:02:42.000;2013-07-01 08:02:57.000;00:15
;10222;Il treno REGIONALE VELOCE, 10 2 2 2, di TRENITALIA, delle ore 08.05, proveniente da CUNEO, è in arrivo al binario 5. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:03:13.000;2013-07-01 08:03:28.000;00:15
;2004;Il treno REGIONALE VELOCE, 20 04, di TRENITALIA, delle ore 08.10, proveniente da MILANO CENTRALE, è in arrivo al binario 13. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:06:54.000;2013-07-01 08:07:09.000;00:15
;2158;Il treno REGIONALE VELOCE, 21 58, di TRENITALIA, delle ore 08.10, proveniente da GENOVA BRIGNOLE, è in arrivo al binario 9. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:07:29.000;2013-07-01 08:07:44.000;00:15
;2004;Il treno REGIONALE VELOCE, 20 04, di TRENITALIA, delle ore 08.10, proveniente da MILANO CENTRALE, è in arrivo al binario 13. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:08:01.000;2013-07-01 08:08:16.000;00:15
;2158;Il treno REGIONALE VELOCE, 21 58, di TRENITALIA, delle ore 08.10, proveniente da GENOVA BRIGNOLE, è in arrivo al binario 9. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:08:16.000;2013-07-01 08:08:31.000;00:15
;10170;Il treno REGIONALE VELOCE, 10 1 7 0, di TRENITALIA, delle ore 08.15, proveniente da CEVA, è in arrivo al binario 8, invece che al binario 3. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 08:11:00.000;2013-07-01 08:11:17.000;00:17
;24847;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 4 7, di TRENITALIA, delle ore 08.15, proveniente da SUSA, è in arrivo al binario 18, invece che al binario 19. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 08:11:17.000;2013-07-01 08:11:37.000;00:20
;10006;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 0 6, di TRENITALIA, delle ore 08.16, per BARDONECCHIA, è in partenza dal binario 15.  Ferma a GRUGLIASCO, COLLEGNO, ALPIGNANO, ROSTA, AVIGLIANA, BUSSOLENO, MEANA, CHIOMONTE, SALBERTRAND, OULX CESANA CLAVIERE SESTRIERE, BEAULARD..     .;Italiano;P1;A;2013-07-01 08:11:37.000;2013-07-01 08:12:01.000;00:24
;24847;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 4 7, di TRENITALIA, delle ore 08.15, proveniente da SUSA, è in arrivo al binario 18, invece che al binario 19. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 08:12:27.000;2013-07-01 08:12:46.000;00:19
;10170;Il treno REGIONALE VELOCE, 10 1 7 0, di TRENITALIA, delle ore 08.15, proveniente da CEVA, è in arrivo al binario 8, invece che al binario 3. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 08:12:46.000;2013-07-01 08:13:03.000;00:17
;2161;Il treno REGIONALE VELOCE, 21 61, di TRENITALIA, delle ore 08.20, per GENOVA BRIGNOLE, è in partenza dal binario 6.  Ferma a TORINO LINGOTTO, TROFARELLO, VILLANOVA, VILLAFRANCA CANTARANA, ASTI, ALESSANDRIA, NOVI LIGURE, ARQUATA SCRIVIA, RONCO SCRIVIA, GENOVA PIAZZA PRINCIPE..     .;Italiano;P1;A;2013-07-01 08:15:06.000;2013-07-01 08:15:29.000;00:23
;0;ATTENZIONE  SI  RAMMENTA  CHE  E`  VIETATO  APRIRE  LE  PORTE  ESTERNE  DEI  TRENI  E  SALIRE  O  SCENDERE  QUANDO  NON  SONO  COMPLETAMENTE  FERMI;Italiano;-;A;2013-07-01 08:15:29.000;2013-07-01 08:15:37.000;00:08
;9565;Il treno ALTA VELOCITA` FRECCIAROSSA, 95 65, di TRENITALIA, delle ore 08.23, per ROMA TERMINI, è in partenza dal binario 17.  Ferma a TORINO PORTA SUSA, MILANO PORTA GARIBALDI, MILANO ROGOREDO, BOLOGNA CENTRALE, FIRENZE SANTA MARIA NOVELLA, ROMA TIBURTINA..     I livelli executive e business sono in coda al treno su questo treno è disponibile il servizio di ristorazione. . PER AGEVOLARE L`ACCESSO AL TRENO INVITIAMO I VIAGGIATORI A DISPORSI LUNGO IL MARCIAPIEDE, IN BASE ALLA POSIZIONE DELLA CARROZZA relativa al livello di servizio acquistato.;Italiano;P1;A;2013-07-01 08:18:05.000;2013-07-01 08:18:44.000;00:39
;10181;Il treno REGIONALE VELOCE, 10 1 8 1, di TRENITALIA, delle ore 08.25, per VENTIMIGLIA, è in partenza dal binario 5.  Ferma a TORINO LINGOTTO, CARMAGNOLA, CAVALLERMAGGIORE, SAVIGLIANO, FOSSANO, MONDOVI`, CEVA, CENGIO, SAN GIUSEPPE DI CAIRO, SAVONA, SPOTORNO NOLI, FINALE LIGURE MARINA, PIETRA LIGURE, LOANO, ALBENGA, ALASSIO, ANDORA, DIANO MARINA, IMPERIA PORTO MAURIZIO, TAGGIA ARMA, SAN REMO, BORDIGHERA..     .;Italiano;P1;A;2013-07-01 08:20:06.000;2013-07-01 08:20:38.000;00:32
;9565;The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 95 65, to ROMA TERMINI,, with scheduled departure at 08.23, is now departing from platform 17. This train will call at  TORINO PORTA SUSA, MILANO PORTA GARIBALDI, MILANO ROGOREDO, BOLOGNA CENTRALE, FIRENZE SANTA MARIA NOVELLA, ROMA TIBURTINA..     Executive and Business class are located at the rear of the train On this train dining car service is available. .For easier boarding, passengers are kindly requested to stand along the platform, according to the position of the coach, for the purchased service level!.;Inglese;P1;A;2013-07-01 08:20:39.000;2013-07-01 08:21:17.000;00:38
;796;Il treno INTERCITY NOTTE, 7 9 6, di TRENITALIA, delle ore 08.20, proveniente da SALERNO, è in arrivo al binario 11. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:21:28.000;2013-07-01 08:21:43.000;00:15
;796;Il treno INTERCITY NOTTE, 7 9 6, di TRENITALIA, delle ore 08.20, proveniente da SALERNO, è in arrivo al binario 11. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:22:02.000;2013-07-01 08:22:17.000;00:15
;24815;Il treno REGIONALE, 24 8 1 5, di TRENITALIA, delle ore 08.28, per IVREA, è in partenza dal binario 14.  Ferma a TORINO PORTA SUSA, CHIVASSO..     .;Italiano;P1;A;2013-07-01 08:23:07.000;2013-07-01 08:23:21.000;00:14
;9807;Il treno FRECCIABIANCA, 98 07, di TRENITALIA, delle ore 08.32, per LECCE, è in partenza dal binario 10.  Ferma a TORINO LINGOTTO, ASTI, ALESSANDRIA, PIACENZA, PARMA, REGGIO EMILIA, MODENA, BOLOGNA CENTRALE, RIMINI, PESARO, ANCONA, PESCARA CENTRALE, TERMOLI, FOGGIA, BARLETTA, BARI CENTRALE, BRINDISI..      .;Italiano;P1;A;2013-07-01 08:27:07.000;2013-07-01 08:27:33.000;00:26
;24814;Il treno REGIONALE, 24 8 1 4, di TRENITALIA, delle ore 08.30, proveniente da IVREA, è in arrivo al binario 17, invece che al binario 20. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 08:28:43.000;2013-07-01 08:29:00.000;00:17
;9807;The TRENITALIA, FRECCIABIANCA train, 98 07, to LECCE,, with scheduled departure at 08.32, is now departing from platform 10. This train will call at  TORINO LINGOTTO, ASTI, ALESSANDRIA, PIACENZA, PARMA, REGGIO EMILIA, MODENA, BOLOGNA CENTRALE, RIMINI, PESARO, ANCONA, PESCARA CENTRALE, TERMOLI, FOGGIA, BARLETTA, BARI CENTRALE, BRINDISI..     .;Inglese;P1;A;2013-07-01 08:29:11.000;2013-07-01 08:29:38.000;00:27
;10440;Il treno REGIONALE, 10 4 4 0, di TRENITALIA, delle ore 08.30, proveniente da ACQUI TERME, è in arrivo al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:29:38.000;2013-07-01 08:29:53.000;00:15
;0;ATTENZIONE   INVITIAMO  A  NON  SOSTARE  LUNGO  I  PERCORSI  INDIVIDUATI  A  TERRA  CON  STRISCE  BLU,  DEDICATI  ALLA  CIRCOLAZIONE  DEI  CARRELLI  DI  SERVIZIO;Italiano;-;A;2013-07-01 08:30:12.000;2013-07-01 08:30:22.000;00:10
;0;ATTENZIONE  SI  RAMMENTA  CHE  E`  VIETATO  APRIRE  LE  PORTE  ESTERNE  DEI  TRENI  E  SALIRE  O  SCENDERE  QUANDO  NON  SONO  COMPLETAMENTE  FERMI;Italiano;-;A;2013-07-01 08:30:22.000;2013-07-01 08:30:30.000;00:08
;24814;Il treno REGIONALE, 24 8 1 4, di TRENITALIA, delle ore 08.30, proveniente da IVREA, è in arrivo al binario 17, invece che al binario 20. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 08:30:30.000;2013-07-01 08:30:47.000;00:17
;10440;Il treno REGIONALE, 10 4 4 0, di TRENITALIA, delle ore 08.30, proveniente da ACQUI TERME, è in arrivo al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:32:09.000;2013-07-01 08:32:23.000;00:14
;2034;Il treno REGIONALE VELOCE, 20 34, di TRENITALIA, delle ore 08.35, proveniente da MILANO PORTA GARIBALDI, è in arrivo al binario 14, invece che al binario 18. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 08:34:02.000;2013-07-01 08:34:20.000;00:18
;2034;Il treno REGIONALE VELOCE, 20 34, di TRENITALIA, delle ore 08.35, proveniente da MILANO PORTA GARIBALDI, è in arrivo al binario 14, invece che al binario 18. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 08:35:08.000;2013-07-01 08:35:26.000;00:18
;10202;Il treno REGIONALE VELOCE, 10 2 0 2, di TRENITALIA, delle ore 08.35, proveniente da CUNEO, è in arrivo al binario 5. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:39:14.000;2013-07-01 08:39:29.000;00:15
;10005;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 0 5, di TRENITALIA, delle ore 08.42, proveniente da BARDONECCHIA, è in arrivo al binario 15. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:39:29.000;2013-07-01 08:39:47.000;00:18
;10005;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 0 5, di TRENITALIA, delle ore 08.42, proveniente da BARDONECCHIA, è in arrivo al binario 15. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:39:47.000;2013-07-01 08:40:04.000;00:17
;24848;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 4 8, di TRENITALIA, delle ore 08.45, per SUSA, è in partenza dal binario 12.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-01 08:40:04.000;2013-07-01 08:40:20.000;00:16
;10202;Il treno REGIONALE VELOCE, 10 2 0 2, di TRENITALIA, delle ore 08.35, proveniente da CUNEO, è in arrivo al binario 5. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:40:20.000;2013-07-01 08:40:35.000;00:15
;2160;Il treno REGIONALE VELOCE, 21 60, di TRENITALIA, delle ore 08.40, proveniente da GENOVA BRIGNOLE, è in arrivo al binario 8. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:44:36.000;2013-07-01 08:44:51.000;00:15
;2160;Il treno REGIONALE VELOCE, 21 60, di TRENITALIA, delle ore 08.40, proveniente da GENOVA BRIGNOLE, è in arrivo al binario 8. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:45:06.000;2013-07-01 08:45:21.000;00:15
;0;ATTENZIONE  SI  RAMMENTA  CHE  E`  VIETATO  APRIRE  LE  PORTE  ESTERNE  DEI  TRENI  E  SALIRE  O  SCENDERE  QUANDO  NON  SONO  COMPLETAMENTE  FERMI;Italiano;-;A;2013-07-01 08:45:21.000;2013-07-01 08:45:29.000;00:08
;2009;Il treno REGIONALE VELOCE, 20 09, di TRENITALIA, delle ore 08.53, per MILANO CENTRALE, è in partenza dal binario 13.  Ferma a TORINO PORTA SUSA, CHIVASSO, santiha`, VERCELLI, NOVARA, MAGENTA, Rho Fiera Milano..     .;Italiano;P1;A;2013-07-01 08:48:07.000;2013-07-01 08:48:25.000;00:18
;9596;Il treno ALTA VELOCITA` FRECCIAROSSA, 95 96, di TRENITALIA, delle ore 09.00, proveniente da MILANO CENTRALE, è in arrivo al binario 16. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 08:51:33.000;2013-07-01 08:51:48.000;00:15
